,VehId,tile_ID_x,tile_ID_y,day_x,contagem
359,185,76705,69505,Tuesday,2
360,185,76705,69926,Monday,2
361,185,76705,69926,Monday,2
362,185,76705,69926,Tuesday,2
363,185,76705,69926,Tuesday,2
364,185,76705,69926,Wednesday,2
365,185,76705,69926,Wednesday,2
366,185,78354,69505,Monday,5
367,185,78354,69505,Monday,5
368,185,78354,69505,Monday,5
369,185,78354,69505,Monday,5
370,185,78354,69505,Monday,5
371,185,78354,69505,Sunday,2
372,185,78354,69505,Sunday,2
373,185,78354,69505,Thursday,2
374,185,78354,69505,Thursday,2
375,185,78354,69505,Tuesday,2
376,185,78354,69505,Tuesday,2
377,185,78354,69505,Wednesday,2
378,185,78354,69505,Wednesday,2
379,185,78354,69926,Monday,2
380,185,78354,69926,Monday,2
381,200,46245,62804,Friday,2
382,200,46245,62804,Friday,2
383,201,69505,76704,Monday,2
384,201,69505,76704,Monday,2
385,201,69505,77928,Sunday,7
386,201,69505,77928,Sunday,7
387,201,69505,77928,Sunday,7
388,201,69505,77928,Sunday,7
389,201,69505,77928,Sunday,7
390,201,69505,77928,Sunday,7
391,201,69505,77928,Sunday,7
392,201,69505,78354,Monday,6
393,201,69505,78354,Monday,6
394,201,69505,78354,Monday,6
395,201,69505,78354,Monday,6
396,201,69505,78354,Monday,6
397,201,69505,78354,Monday,6
398,201,69505,78354,Sunday,13
399,201,69505,78354,Sunday,13
400,201,69505,78354,Sunday,13
401,201,69505,78354,Sunday,13
402,201,69505,78354,Sunday,13
403,201,69505,78354,Sunday,13
404,201,69505,78354,Sunday,13
405,201,69505,78354,Sunday,13
406,201,69505,78354,Sunday,13
407,201,69505,78354,Sunday,13
408,201,69505,78354,Sunday,13
409,201,69505,78354,Sunday,13
410,201,69505,78354,Sunday,13
411,201,69506,77928,Sunday,2
412,201,69506,77928,Sunday,2
413,201,75364,64044,Sunday,2
414,201,75364,64044,Sunday,2
415,201,77480,69415,Sunday,2
416,201,77480,69415,Sunday,2
417,201,78354,69505,Monday,2
418,201,78354,69505,Monday,2
419,201,78354,69937,Sunday,3
420,201,78354,69937,Sunday,3
421,201,78354,69937,Sunday,3
422,201,78354,69938,Monday,2
423,201,78354,69938,Monday,2
424,201,78354,69938,Sunday,4
425,201,78354,69938,Sunday,4
426,201,78354,69938,Sunday,4
427,201,78354,69938,Sunday,4
428,201,78355,69938,Sunday,2
429,201,78355,69938,Sunday,2
430,202,51163,77480,Tuesday,2
431,202,51163,77480,Tuesday,2
432,202,66940,78354,Wednesday,3
433,202,66940,78354,Wednesday,3
434,202,66940,78354,Wednesday,3
435,202,78321,70273,Tuesday,2
436,202,78321,70273,Tuesday,2
437,202,78321,70273,Wednesday,3
438,202,78321,70273,Wednesday,3
439,202,78321,70273,Wednesday,3
440,202,78321,70695,Wednesday,2
441,202,78321,70695,Wednesday,2
442,202,78322,34423,Tuesday,3
443,202,78322,34423,Tuesday,3
444,202,78322,34423,Tuesday,3
445,202,78322,70273,Wednesday,3
446,202,78322,70273,Wednesday,3
447,202,78322,70273,Wednesday,3
448,203,66940,78354,Thursday,2
449,203,66940,78354,Thursday,2
450,203,78354,78354,Thursday,4
451,203,78354,78354,Thursday,4
452,203,78354,78354,Thursday,4
453,203,78354,78354,Thursday,4
454,205,64034,75364,Sunday,2
455,205,64034,75364,Sunday,2
456,205,72807,45817,Saturday,2
457,205,72807,45817,Saturday,2
458,205,72807,78321,Sunday,2
459,205,72807,78321,Sunday,2
460,205,75334,78321,Sunday,2
461,205,75334,78321,Sunday,2
462,205,75335,77895,Sunday,4
463,205,75335,77895,Sunday,4
464,205,75335,77895,Sunday,4
465,205,75335,77895,Sunday,4
466,205,75335,78321,Saturday,3
467,205,75335,78321,Saturday,3
468,205,75335,78321,Saturday,3
469,205,77480,69415,Sunday,2
470,205,77480,69415,Sunday,2
471,205,77480,72807,Saturday,2
472,205,77480,72807,Saturday,2
473,205,77480,75335,Sunday,2
474,205,77480,75335,Sunday,2
475,205,77480,75759,Sunday,2
476,205,77480,75759,Sunday,2
477,205,78321,72384,Saturday,2
478,205,78321,72384,Saturday,2
479,205,78321,72807,Saturday,2
480,205,78321,72807,Saturday,2
481,205,78321,72807,Sunday,2
482,205,78321,72807,Sunday,2
483,208,49908,75312,Friday,2
484,208,49908,75312,Friday,2
485,208,49908,75312,Wednesday,3
486,208,49908,75312,Wednesday,3
487,208,49908,75312,Wednesday,3
488,208,53200,75312,Tuesday,3
489,208,53200,75312,Tuesday,3
490,208,53200,75312,Tuesday,3
491,208,66059,75312,Tuesday,2
492,208,66059,75312,Tuesday,2
493,208,66071,75312,Tuesday,2
494,208,66071,75312,Tuesday,2
495,208,70273,77896,Monday,2
496,208,70273,77896,Monday,2
497,208,70695,75335,Monday,2
498,208,70695,75335,Monday,2
499,208,70695,77895,Tuesday,2
500,208,70695,77895,Tuesday,2
501,208,75312,47040,Friday,2
502,208,75312,47040,Friday,2
503,208,75312,47040,Tuesday,4
504,208,75312,47040,Tuesday,4
505,208,75312,47040,Tuesday,4
506,208,75312,47040,Tuesday,4
507,208,75312,47451,Monday,2
508,208,75312,47451,Monday,2
509,208,75312,47451,Wednesday,3
510,208,75312,47451,Wednesday,3
511,208,75312,47451,Wednesday,3
512,208,75736,47449,Monday,2
513,208,75736,47449,Monday,2
514,208,75736,48268,Tuesday,3
515,208,75736,48268,Tuesday,3
516,208,75736,48268,Tuesday,3
517,213,52334,77129,Monday,2
518,213,52334,77129,Monday,2
519,213,69505,76704,Saturday,3
520,213,69505,76704,Saturday,3
521,213,69505,76704,Saturday,3
522,213,76705,44179,Monday,2
523,213,76705,44179,Monday,2
