Unnamed: 0,Veículo,grid_origem,grid_destino,dia,contagem
1571,340,21628,39323,Monday,4
1572,340,21628,39323,Saturday,6
1573,340,21628,39323,Saturday,6
1574,340,21628,39323,Saturday,6
1575,340,21628,39323,Saturday,6
1576,340,21628,39323,Saturday,6
1577,340,21628,39323,Saturday,6
1578,340,21628,39323,Thursday,3
1579,340,21628,39323,Thursday,3
1580,340,21628,39323,Thursday,3
1581,340,21628,39323,Tuesday,9
1582,340,21628,39323,Tuesday,9
1583,340,21628,39323,Tuesday,9
1584,340,21628,39323,Tuesday,9
1585,340,21628,39323,Tuesday,9
1586,340,21628,39323,Tuesday,9
1587,340,21628,39323,Tuesday,9
1588,340,21628,39323,Tuesday,9
1589,340,21628,39323,Tuesday,9
1590,340,21628,39323,Wednesday,5
1591,340,21628,39323,Wednesday,5
1592,340,21628,39323,Wednesday,5
1593,340,21628,39323,Wednesday,5
1594,340,21628,39323,Wednesday,5
1595,340,21628,41349,Monday,2
1596,340,21628,41349,Monday,2
1597,340,21628,41349,Thursday,2
1598,340,21628,41349,Thursday,2
1599,340,21628,41755,Friday,2
1600,340,21628,41755,Friday,2
1601,340,21628,42973,Tuesday,2
1602,340,21628,42973,Tuesday,2
1603,340,26204,20542,Tuesday,2
1604,340,26204,20542,Tuesday,2
1605,340,29701,21628,Friday,5
1606,340,29701,21628,Friday,5
1607,340,29701,21628,Friday,5
1608,340,29701,21628,Friday,5
1609,340,29701,21628,Friday,5
1610,340,29701,21628,Monday,3
1611,340,29701,21628,Monday,3
1612,340,29701,21628,Monday,3
1613,340,29701,21628,Thursday,2
1614,340,29701,21628,Thursday,2
1615,340,29701,21628,Tuesday,4
1616,340,29701,21628,Tuesday,4
1617,340,29701,21628,Tuesday,4
1618,340,29701,21628,Tuesday,4
1619,340,37298,21628,Thursday,2
1620,340,37298,21628,Thursday,2
1621,340,37298,22001,Wednesday,2
1622,340,37298,22001,Wednesday,2
1623,340,38105,21628,Friday,2
1624,340,38105,21628,Friday,2
1625,340,38105,21628,Thursday,2
1626,340,38105,21628,Thursday,2
1627,340,39319,21628,Saturday,2
1628,340,39319,21628,Saturday,2
1629,340,39319,21628,Wednesday,2
1630,340,39319,21628,Wednesday,2
1631,340,39320,21628,Wednesday,2
1632,340,39320,21628,Wednesday,2
1633,340,41347,21628,Tuesday,2
1634,340,41347,21628,Tuesday,2
1635,340,41753,21628,Friday,2
1636,340,41753,21628,Friday,2
1637,340,42530,21628,Monday,2
1638,340,42530,21628,Monday,2
1639,340,56959,21628,Monday,2
1640,340,56959,21628,Monday,2
1641,340,61891,21628,Friday,2
1642,340,61891,21628,Friday,2
1643,340,61891,22001,Thursday,2
1644,340,61891,22001,Thursday,2
1645,340,78321,21628,Monday,2
1646,340,78321,21628,Monday,2
1722,366,20542,74124,Thursday,2
1723,366,20542,74124,Thursday,2
1724,366,48208,73701,Thursday,2
1725,366,48208,73701,Thursday,2
1726,366,69901,51574,Friday,2
1727,366,69901,51574,Friday,2
1728,366,69901,64044,Thursday,3
1729,366,69901,64044,Thursday,3
1730,366,69901,64044,Thursday,3
1731,366,73701,48209,Thursday,2
1732,366,73701,48209,Thursday,2
1733,366,73701,78354,Thursday,2
1734,366,73701,78354,Thursday,2
1735,366,73701,78354,Tuesday,6
1736,366,73701,78354,Tuesday,6
1737,366,73701,78354,Tuesday,6
1738,366,73701,78354,Tuesday,6
1739,366,73701,78354,Tuesday,6
1740,366,73701,78354,Tuesday,6
1741,366,73701,78354,Wednesday,4
1742,366,73701,78354,Wednesday,4
1743,366,73701,78354,Wednesday,4
1744,366,73701,78354,Wednesday,4
1745,366,74548,78354,Wednesday,2
1746,366,74548,78354,Wednesday,2
1747,366,76227,72432,Tuesday,2
1748,366,76227,72432,Tuesday,2
1749,366,76705,73701,Tuesday,2
1750,366,76705,73701,Tuesday,2
1751,366,78322,72855,Wednesday,2
1752,366,78322,72855,Wednesday,2
1753,366,78354,73701,Tuesday,4
1754,366,78354,73701,Tuesday,4
1755,366,78354,73701,Tuesday,4
1756,366,78354,73701,Tuesday,4
1757,366,78354,73701,Wednesday,11
1758,366,78354,73701,Wednesday,11
1759,366,78354,73701,Wednesday,11
1760,366,78354,73701,Wednesday,11
1761,366,78354,73701,Wednesday,11
1762,366,78354,73701,Wednesday,11
1763,366,78354,73701,Wednesday,11
1764,366,78354,73701,Wednesday,11
1765,366,78354,73701,Wednesday,11
1766,366,78354,73701,Wednesday,11
1767,366,78354,73701,Wednesday,11
1768,366,78354,74124,Thursday,2
1769,366,78354,74124,Thursday,2
1770,366,78354,74155,Wednesday,2
1771,366,78354,74155,Wednesday,2
1801,371,51163,78354,Monday,2
1802,371,51163,78354,Monday,2
1803,371,51163,78354,Saturday,3
1804,371,51163,78354,Saturday,3
1805,371,51163,78354,Saturday,3
1806,371,51163,78354,Sunday,2
1807,371,51163,78354,Sunday,2
1808,371,51163,78354,Tuesday,2
1809,371,51163,78354,Tuesday,2
1810,371,57358,78354,Monday,2
1811,371,57358,78354,Monday,2
1812,371,57358,78354,Wednesday,2
1813,371,57358,78354,Wednesday,2
1814,371,61891,78354,Friday,2
1815,371,61891,78354,Friday,2
1816,371,64044,78354,Saturday,2
1817,371,64044,78354,Saturday,2
1818,371,75363,50746,Friday,2
1819,371,75363,50746,Friday,2
1820,371,75363,51972,Thursday,5
1821,371,75363,51972,Thursday,5
1822,371,75363,51972,Thursday,5
1823,371,75363,51972,Thursday,5
1824,371,75363,51972,Thursday,5
1825,371,75363,51972,Wednesday,2
1826,371,75363,51972,Wednesday,2
1827,371,75363,51978,Wednesday,2
1828,371,75363,51978,Wednesday,2
1829,371,75363,78354,Saturday,2
1830,371,75363,78354,Saturday,2
1831,371,75364,50739,Wednesday,2
1832,371,75364,50739,Wednesday,2
1833,371,75364,50746,Friday,3
1834,371,75364,50746,Friday,3
1835,371,75364,50746,Friday,3
1836,371,75364,50746,Tuesday,2
1837,371,75364,50746,Tuesday,2
1838,371,75364,51972,Saturday,4
1839,371,75364,51972,Saturday,4
1840,371,75364,51972,Saturday,4
1841,371,75364,51972,Saturday,4
1842,371,75364,51972,Sunday,3
1843,371,75364,51972,Sunday,3
1844,371,75364,51972,Sunday,3
1845,371,75364,51972,Thursday,3
1846,371,75364,51972,Thursday,3
1847,371,75364,51972,Thursday,3
1848,371,75364,51972,Tuesday,2
1849,371,75364,51972,Tuesday,2
1850,371,75364,51972,Wednesday,4
1851,371,75364,51972,Wednesday,4
1852,371,75364,51972,Wednesday,4
1853,371,75364,51972,Wednesday,4
1854,371,75364,51978,Wednesday,2
1855,371,75364,51978,Wednesday,2
1856,371,76227,78354,Friday,2
1857,371,76227,78354,Friday,2
1858,371,78322,62308,Wednesday,2
1859,371,78322,62308,Wednesday,2
1860,371,78354,44197,Thursday,2
1861,371,78354,44197,Thursday,2
1862,371,78354,45012,Saturday,2
1863,371,78354,45012,Saturday,2
1864,371,78354,49924,Friday,2
1865,371,78354,49924,Friday,2
1866,371,78354,50746,Tuesday,3
1867,371,78354,50746,Tuesday,3
1868,371,78354,50746,Tuesday,3
1869,371,78354,51574,Friday,3
1870,371,78354,51574,Friday,3
1871,371,78354,51574,Friday,3
1872,371,78354,51574,Tuesday,2
1873,371,78354,51574,Tuesday,2
1874,371,78354,62308,Thursday,2
1875,371,78354,62308,Thursday,2
1876,371,78354,64044,Sunday,2
1877,371,78354,64044,Sunday,2
1878,371,78354,64044,Thursday,2
1879,371,78354,64044,Thursday,2
1880,371,78354,64044,Wednesday,2
1881,371,78354,64044,Wednesday,2
1882,371,78354,75364,Saturday,4
1883,371,78354,75364,Saturday,4
1884,371,78354,75364,Saturday,4
1885,371,78354,75364,Saturday,4
1886,371,78354,75364,Wednesday,4
1887,371,78354,75364,Wednesday,4
1888,371,78354,75364,Wednesday,4
1889,371,78354,75364,Wednesday,4
1890,371,78354,77928,Saturday,2
1891,371,78354,77928,Saturday,2
1892,371,78354,78354,Friday,2
1893,371,78354,78354,Friday,2
1894,371,78354,78354,Saturday,2
1895,371,78354,78354,Saturday,2
1896,371,78354,78354,Thursday,3
1897,371,78354,78354,Thursday,3
1898,371,78354,78354,Thursday,3
1899,371,78354,78354,Tuesday,2
1900,371,78354,78354,Tuesday,2
1901,371,78354,78354,Wednesday,4
1902,371,78354,78354,Wednesday,4
1903,371,78354,78354,Wednesday,4
1904,371,78354,78354,Wednesday,4
1992,388,39692,66030,Friday,2
1993,388,39692,66030,Friday,2
1994,388,39692,66030,Thursday,2
1995,388,39692,66030,Thursday,2
1996,388,39692,66030,Wednesday,4
1997,388,39692,66030,Wednesday,4
1998,388,39692,66030,Wednesday,4
1999,388,39692,66030,Wednesday,4
2000,388,39703,43380,Monday,2
2001,388,39703,43380,Monday,2
2002,388,45813,66030,Friday,4
2003,388,45813,66030,Friday,4
2004,388,45813,66030,Friday,4
2005,388,45813,66030,Friday,4
2006,388,45813,66030,Sunday,3
2007,388,45813,66030,Sunday,3
2008,388,45813,66030,Sunday,3
2009,388,45813,66030,Thursday,4
2010,388,45813,66030,Thursday,4
2011,388,45813,66030,Thursday,4
2012,388,45813,66030,Thursday,4
2013,388,45813,66030,Tuesday,8
2014,388,45813,66030,Tuesday,8
2015,388,45813,66030,Tuesday,8
2016,388,45813,66030,Tuesday,8
2017,388,45813,66030,Tuesday,8
2018,388,45813,66030,Tuesday,8
2019,388,45813,66030,Tuesday,8
2020,388,45813,66030,Tuesday,8
2021,388,45813,66030,Wednesday,4
2022,388,45813,66030,Wednesday,4
2023,388,45813,66030,Wednesday,4
2024,388,45813,66030,Wednesday,4
2025,388,48204,66030,Monday,3
2026,388,48204,66030,Monday,3
2027,388,48204,66030,Monday,3
2028,388,48204,66030,Tuesday,2
2029,388,48204,66030,Tuesday,2
2030,388,52334,66030,Thursday,2
2031,388,52334,66030,Thursday,2
2032,388,52334,66030,Wednesday,2
2033,388,52334,66030,Wednesday,2
2034,388,66030,37640,Monday,2
2035,388,66030,37640,Monday,2
2036,388,66030,38478,Wednesday,2
2037,388,66030,38478,Wednesday,2
2038,388,66449,37267,Monday,2
2039,388,66449,37267,Monday,2
2040,388,66449,37267,Saturday,3
2041,388,66449,37267,Saturday,3
2042,388,66449,37267,Saturday,3
2043,388,66449,37267,Sunday,2
2044,388,66449,37267,Sunday,2
2045,388,66449,37267,Thursday,6
2046,388,66449,37267,Thursday,6
2047,388,66449,37267,Thursday,6
2048,388,66449,37267,Thursday,6
2049,388,66449,37267,Thursday,6
2050,388,66449,37267,Thursday,6
2051,388,66449,37267,Tuesday,3
2052,388,66449,37267,Tuesday,3
2053,388,66449,37267,Tuesday,3
2054,388,66449,38478,Monday,2
2055,388,66449,38478,Monday,2
2056,388,66449,38478,Saturday,4
2057,388,66449,38478,Saturday,4
2058,388,66449,38478,Saturday,4
2059,388,66449,38478,Saturday,4
2060,388,66449,38478,Wednesday,3
2061,388,66449,38478,Wednesday,3
2062,388,66449,38478,Wednesday,3
2063,388,66449,38479,Monday,4
2064,388,66449,38479,Monday,4
2065,388,66449,38479,Monday,4
2066,388,66449,38479,Monday,4
2067,388,66449,38479,Sunday,3
2068,388,66449,38479,Sunday,3
2069,388,66449,38479,Sunday,3
2070,388,66449,38479,Wednesday,5
2071,388,66449,38479,Wednesday,5
2072,388,66449,38479,Wednesday,5
2073,388,66449,38479,Wednesday,5
2074,388,66449,38479,Wednesday,5
2075,388,66449,40098,Friday,3
2076,388,66449,40098,Friday,3
2077,388,66449,40098,Friday,3
2078,388,66449,40098,Monday,4
2079,388,66449,40098,Monday,4
2080,388,66449,40098,Monday,4
2081,388,66449,40098,Monday,4
2082,388,66449,40098,Sunday,3
2083,388,66449,40098,Sunday,3
2084,388,66449,40098,Sunday,3
2085,388,66449,40098,Thursday,3
2086,388,66449,40098,Thursday,3
2087,388,66449,40098,Thursday,3
2088,388,66449,40098,Tuesday,2
2089,388,66449,40098,Tuesday,2
2090,388,66449,40098,Wednesday,6
2091,388,66449,40098,Wednesday,6
2092,388,66449,40098,Wednesday,6
2093,388,66449,40098,Wednesday,6
2094,388,66449,40098,Wednesday,6
2095,388,66449,40098,Wednesday,6
2096,388,66449,44596,Monday,2
2097,388,66449,44596,Monday,2
2098,388,66449,45002,Tuesday,4
2099,388,66449,45002,Tuesday,4
2100,388,66449,45002,Tuesday,4
2101,388,66449,45002,Tuesday,4
2102,388,66449,45341,Tuesday,2
2103,388,66449,45341,Tuesday,2
2104,388,66449,45817,Monday,3
2105,388,66449,45817,Monday,3
2106,388,66449,45817,Monday,3
2107,388,66449,45817,Thursday,2
2108,388,66449,45817,Thursday,2
2109,388,66449,45817,Tuesday,3
2110,388,66449,45817,Tuesday,3
2111,388,66449,45817,Tuesday,3
2112,388,66449,48226,Monday,2
2113,388,66449,48226,Monday,2
2114,388,66449,50278,Friday,2
2115,388,66449,50278,Friday,2
2116,388,66449,66047,Tuesday,2
2117,388,66449,66047,Tuesday,2
2118,388,66449,75312,Monday,2
2119,388,66449,75312,Monday,2
2120,388,66449,75312,Thursday,2
2121,388,66449,75312,Thursday,2
2122,388,66449,75312,Tuesday,4
2123,388,66449,75312,Tuesday,4
2124,388,66449,75312,Tuesday,4
2125,388,66449,75312,Tuesday,4
2126,388,66449,75312,Wednesday,2
2127,388,66449,75312,Wednesday,2
2128,388,66449,75313,Monday,2
2129,388,66449,75313,Monday,2
2130,388,75312,66449,Monday,2
2131,388,75312,66449,Monday,2
2132,388,75312,66449,Tuesday,3
2133,388,75312,66449,Tuesday,3
2134,388,75312,66449,Tuesday,3
2135,388,75312,66449,Wednesday,2
2136,388,75312,66449,Wednesday,2
2137,388,75736,66449,Wednesday,2
2138,388,75736,66449,Wednesday,2
2141,450,29719,74563,Monday,2
2142,450,29719,74563,Monday,2
2143,450,64044,74563,Monday,2
2144,450,64044,74563,Monday,2
2145,450,64044,74563,Tuesday,2
2146,450,64044,74563,Tuesday,2
2147,450,64462,74563,Monday,2
2148,450,64462,74563,Monday,2
2149,450,66520,74563,Monday,2
2150,450,66520,74563,Monday,2
2151,450,66520,74563,Sunday,2
2152,450,66520,74563,Sunday,2
2153,450,66520,74563,Wednesday,2
2154,450,66520,74563,Wednesday,2
2155,450,69852,77895,Saturday,2
2156,450,69852,77895,Saturday,2
2157,450,72018,74563,Saturday,2
2158,450,72018,74563,Saturday,2
2159,450,74155,74563,Monday,2
2160,450,74155,74563,Monday,2
2161,450,74155,74563,Saturday,2
2162,450,74155,74563,Saturday,2
2163,450,74155,74563,Sunday,4
2164,450,74155,74563,Sunday,4
2165,450,74155,74563,Sunday,4
2166,450,74155,74563,Sunday,4
2167,450,74155,74563,Wednesday,2
2168,450,74155,74563,Wednesday,2
2169,450,74155,74564,Thursday,2
2170,450,74155,74564,Thursday,2
2171,450,74155,74987,Saturday,3
2172,450,74155,74987,Saturday,3
2173,450,74155,74987,Saturday,3
2174,450,74155,74987,Sunday,2
2175,450,74155,74987,Sunday,2
2176,450,74155,74988,Friday,2
2177,450,74155,74988,Friday,2
2178,450,74551,74563,Saturday,2
2179,450,74551,74563,Saturday,2
2180,450,74551,74563,Tuesday,3
2181,450,74551,74563,Tuesday,3
2182,450,74551,74563,Tuesday,3
2183,450,74555,74563,Friday,2
2184,450,74555,74563,Friday,2
2185,450,74555,74563,Monday,2
2186,450,74555,74563,Monday,2
2187,450,74556,74563,Monday,4
2188,450,74556,74563,Monday,4
2189,450,74556,74563,Monday,4
2190,450,74556,74563,Monday,4
2191,450,74556,74563,Saturday,2
2192,450,74556,74563,Saturday,2
2193,450,74556,74563,Sunday,2
2194,450,74556,74563,Sunday,2
2195,450,74556,74563,Thursday,2
2196,450,74556,74563,Thursday,2
2197,450,74556,74987,Saturday,2
2198,450,74556,74987,Saturday,2
2199,450,74987,64463,Monday,2
2200,450,74987,64463,Monday,2
2201,450,74987,65273,Monday,2
2202,450,74987,65273,Monday,2
2203,450,74987,74987,Friday,18
2204,450,74987,74987,Friday,18
2205,450,74987,74987,Friday,18
2206,450,74987,74987,Friday,18
2207,450,74987,74987,Friday,18
2208,450,74987,74987,Friday,18
2209,450,74987,74987,Friday,18
2210,450,74987,74987,Friday,18
2211,450,74987,74987,Friday,18
2212,450,74987,74987,Friday,18
2213,450,74987,74987,Friday,18
2214,450,74987,74987,Friday,18
2215,450,74987,74987,Friday,18
2216,450,74987,74987,Friday,18
2217,450,74987,74987,Friday,18
2218,450,74987,74987,Friday,18
2219,450,74987,74987,Friday,18
2220,450,74987,74987,Friday,18
2221,450,74987,74987,Monday,14
2222,450,74987,74987,Monday,14
2223,450,74987,74987,Monday,14
2224,450,74987,74987,Monday,14
2225,450,74987,74987,Monday,14
2226,450,74987,74987,Monday,14
2227,450,74987,74987,Monday,14
2228,450,74987,74987,Monday,14
2229,450,74987,74987,Monday,14
2230,450,74987,74987,Monday,14
2231,450,74987,74987,Monday,14
2232,450,74987,74987,Monday,14
2233,450,74987,74987,Monday,14
2234,450,74987,74987,Monday,14
2235,450,74987,74987,Saturday,10
2236,450,74987,74987,Saturday,10
2237,450,74987,74987,Saturday,10
2238,450,74987,74987,Saturday,10
2239,450,74987,74987,Saturday,10
2240,450,74987,74987,Saturday,10
2241,450,74987,74987,Saturday,10
2242,450,74987,74987,Saturday,10
2243,450,74987,74987,Saturday,10
2244,450,74987,74987,Saturday,10
2245,450,74987,74987,Sunday,22
2246,450,74987,74987,Sunday,22
2247,450,74987,74987,Sunday,22
2248,450,74987,74987,Sunday,22
2249,450,74987,74987,Sunday,22
2250,450,74987,74987,Sunday,22
2251,450,74987,74987,Sunday,22
2252,450,74987,74987,Sunday,22
2253,450,74987,74987,Sunday,22
2254,450,74987,74987,Sunday,22
2255,450,74987,74987,Sunday,22
2256,450,74987,74987,Sunday,22
2257,450,74987,74987,Sunday,22
2258,450,74987,74987,Sunday,22
2259,450,74987,74987,Sunday,22
2260,450,74987,74987,Sunday,22
2261,450,74987,74987,Sunday,22
2262,450,74987,74987,Sunday,22
2263,450,74987,74987,Sunday,22
2264,450,74987,74987,Sunday,22
2265,450,74987,74987,Sunday,22
2266,450,74987,74987,Sunday,22
2267,450,74987,74987,Thursday,9
2268,450,74987,74987,Thursday,9
2269,450,74987,74987,Thursday,9
2270,450,74987,74987,Thursday,9
2271,450,74987,74987,Thursday,9
2272,450,74987,74987,Thursday,9
2273,450,74987,74987,Thursday,9
2274,450,74987,74987,Thursday,9
2275,450,74987,74987,Thursday,9
2276,450,74987,74987,Tuesday,4
2277,450,74987,74987,Tuesday,4
2278,450,74987,74987,Tuesday,4
2279,450,74987,74987,Tuesday,4
2280,450,74987,74987,Wednesday,9
2281,450,74987,74987,Wednesday,9
2282,450,74987,74987,Wednesday,9
2283,450,74987,74987,Wednesday,9
2284,450,74987,74987,Wednesday,9
2285,450,74987,74987,Wednesday,9
2286,450,74987,74987,Wednesday,9
2287,450,74987,74987,Wednesday,9
2288,450,74987,74987,Wednesday,9
2289,450,74988,74987,Monday,2
2290,450,74988,74987,Monday,2
2291,450,74988,74987,Wednesday,2
2292,450,74988,74987,Wednesday,2
2293,450,75436,74988,Monday,2
2294,450,75436,74988,Monday,2
2295,452,48226,58954,Saturday,4
2296,452,48226,58954,Saturday,4
2297,452,48226,58954,Saturday,4
2298,452,48226,58954,Saturday,4
2299,452,61053,64032,Friday,2
2300,452,61053,64032,Friday,2
2301,452,61053,64032,Thursday,2
2302,452,61053,64032,Thursday,2
2303,452,61053,64033,Friday,6
2304,452,61053,64033,Friday,6
2305,452,61053,64033,Friday,6
2306,452,61053,64033,Friday,6
2307,452,61053,64033,Friday,6
2308,452,61053,64033,Friday,6
2309,452,61053,64033,Saturday,2
2310,452,61053,64033,Saturday,2
2311,452,61053,64033,Sunday,4
2312,452,61053,64033,Sunday,4
2313,452,61053,64033,Sunday,4
2314,452,61053,64033,Sunday,4
2315,452,61053,64033,Thursday,4
2316,452,61053,64033,Thursday,4
2317,452,61053,64033,Thursday,4
2318,452,61053,64033,Thursday,4
2319,452,61053,64033,Wednesday,4
2320,452,61053,64033,Wednesday,4
2321,452,61053,64033,Wednesday,4
2322,452,61053,64033,Wednesday,4
2323,452,61054,64033,Saturday,2
2324,452,61054,64033,Saturday,2
2325,452,61891,64033,Friday,3
2326,452,61891,64033,Friday,3
2327,452,61891,64033,Friday,3
2328,452,64033,59799,Friday,2
2329,452,64033,59799,Friday,2
2330,452,66071,64033,Friday,6
2331,452,66071,64033,Friday,6
2332,452,66071,64033,Friday,6
2333,452,66071,64033,Friday,6
2334,452,66071,64033,Friday,6
2335,452,66071,64033,Friday,6
2336,452,66071,64033,Thursday,4
2337,452,66071,64033,Thursday,4
2338,452,66071,64033,Thursday,4
2339,452,66071,64033,Thursday,4
2340,452,66071,64033,Wednesday,3
2341,452,66071,64033,Wednesday,3
2342,452,66071,64033,Wednesday,3
2343,452,68170,64033,Friday,3
2344,452,68170,64033,Friday,3
2345,452,68170,64033,Friday,3
2346,457,64044,66449,Thursday,2
2347,457,64044,66449,Thursday,2
2348,457,64044,66449,Wednesday,2
2349,457,64044,66449,Wednesday,2
2350,457,64044,66450,Thursday,3
2351,457,64044,66450,Thursday,3
2352,457,64044,66450,Thursday,3
2353,457,66448,66448,Sunday,2
2354,457,66448,66448,Sunday,2
2355,457,66448,66448,Wednesday,2
2356,457,66448,66448,Wednesday,2
2357,457,66448,66449,Thursday,2
2358,457,66448,66449,Thursday,2
2359,457,66448,75312,Saturday,2
2360,457,66448,75312,Saturday,2
2361,457,66449,59370,Friday,8
2362,457,66449,59370,Friday,8
2363,457,66449,59370,Friday,8
2364,457,66449,59370,Friday,8
2365,457,66449,59370,Friday,8
2366,457,66449,59370,Friday,8
2367,457,66449,59370,Friday,8
2368,457,66449,59370,Friday,8
2369,457,66449,59370,Saturday,2
2370,457,66449,59370,Saturday,2
2371,457,66449,59370,Thursday,2
2372,457,66449,59370,Thursday,2
2373,457,66449,59370,Tuesday,5
2374,457,66449,59370,Tuesday,5
2375,457,66449,59370,Tuesday,5
2376,457,66449,59370,Tuesday,5
2377,457,66449,59370,Tuesday,5
2378,457,66449,59371,Saturday,2
2379,457,66449,59371,Saturday,2
2380,457,66449,59786,Friday,2
2381,457,66449,59786,Friday,2
2382,457,66449,64463,Thursday,2
2383,457,66449,64463,Thursday,2
2384,457,66449,64463,Wednesday,2
2385,457,66449,64463,Wednesday,2
2386,457,66449,75312,Friday,7
2387,457,66449,75312,Friday,7
2388,457,66449,75312,Friday,7
2389,457,66449,75312,Friday,7
2390,457,66449,75312,Friday,7
2391,457,66449,75312,Friday,7
2392,457,66449,75312,Friday,7
2393,457,66449,75312,Saturday,6
2394,457,66449,75312,Saturday,6
2395,457,66449,75312,Saturday,6
2396,457,66449,75312,Saturday,6
2397,457,66449,75312,Saturday,6
2398,457,66449,75312,Saturday,6
2399,457,66449,75312,Tuesday,5
2400,457,66449,75312,Tuesday,5
2401,457,66449,75312,Tuesday,5
2402,457,66449,75312,Tuesday,5
2403,457,66449,75312,Tuesday,5
2404,457,66449,75312,Wednesday,5
2405,457,66449,75312,Wednesday,5
2406,457,66449,75312,Wednesday,5
2407,457,66449,75312,Wednesday,5
2408,457,66449,75312,Wednesday,5
2409,457,66449,75313,Saturday,2
2410,457,66449,75313,Saturday,2
2411,457,66449,75866,Monday,2
2412,457,66449,75866,Monday,2
2413,457,66449,77895,Tuesday,2
2414,457,66449,77895,Tuesday,2
2415,457,75312,66449,Friday,6
2416,457,75312,66449,Friday,6
2417,457,75312,66449,Friday,6
2418,457,75312,66449,Friday,6
2419,457,75312,66449,Friday,6
2420,457,75312,66449,Friday,6
2421,457,75312,66449,Saturday,6
2422,457,75312,66449,Saturday,6
2423,457,75312,66449,Saturday,6
2424,457,75312,66449,Saturday,6
2425,457,75312,66449,Saturday,6
2426,457,75312,66449,Saturday,6
2427,457,75312,66449,Thursday,2
2428,457,75312,66449,Thursday,2
2429,457,75313,66449,Friday,3
2430,457,75313,66449,Friday,3
2431,457,75313,66449,Friday,3
2432,457,75736,66449,Tuesday,2
2433,457,75736,66449,Tuesday,2
2709,521,20542,21934,Sunday,2
2710,521,20542,21934,Sunday,2
2711,521,42530,30423,Saturday,2
2712,521,42530,30423,Saturday,2
2713,521,48204,47040,Monday,7
2714,521,48204,47040,Monday,7
2715,521,48204,47040,Monday,7
2716,521,48204,47040,Monday,7
2717,521,48204,47040,Monday,7
2718,521,48204,47040,Monday,7
2719,521,48204,47040,Monday,7
2720,521,48204,47040,Saturday,9
2721,521,48204,47040,Saturday,9
2722,521,48204,47040,Saturday,9
2723,521,48204,47040,Saturday,9
2724,521,48204,47040,Saturday,9
2725,521,48204,47040,Saturday,9
2726,521,48204,47040,Saturday,9
2727,521,48204,47040,Saturday,9
2728,521,48204,47040,Saturday,9
2729,521,48204,47040,Sunday,15
2730,521,48204,47040,Sunday,15
2731,521,48204,47040,Sunday,15
2732,521,48204,47040,Sunday,15
2733,521,48204,47040,Sunday,15
2734,521,48204,47040,Sunday,15
2735,521,48204,47040,Sunday,15
2736,521,48204,47040,Sunday,15
2737,521,48204,47040,Sunday,15
2738,521,48204,47040,Sunday,15
2739,521,48204,47040,Sunday,15
2740,521,48204,47040,Sunday,15
2741,521,48204,47040,Sunday,15
2742,521,48204,47040,Sunday,15
2743,521,48204,47040,Sunday,15
2744,521,48204,47447,Saturday,3
2745,521,48204,47447,Saturday,3
2746,521,48204,47447,Saturday,3
2747,521,48204,47447,Sunday,2
2748,521,48204,47447,Sunday,2
2749,521,48204,47448,Monday,2
2750,521,48204,47448,Monday,2
2751,521,48204,47448,Saturday,2
2752,521,48204,47448,Saturday,2
2753,521,48204,47449,Monday,2
2754,521,48204,47449,Monday,2
2755,521,48204,47449,Sunday,4
2756,521,48204,47449,Sunday,4
2757,521,48204,47449,Sunday,4
2758,521,48204,47449,Sunday,4
2759,521,66449,64033,Sunday,2
2760,521,66449,64033,Sunday,2
2825,531,31284,42174,Saturday,2
2826,531,31284,42174,Saturday,2
2827,531,31691,39346,Thursday,3
2828,531,31691,39346,Thursday,3
2829,531,31691,39346,Thursday,3
2830,531,31691,42174,Friday,2
2831,531,31691,42174,Friday,2
2832,531,39325,39300,Saturday,2
2833,531,39325,39300,Saturday,2
2834,531,42174,50277,Saturday,2
2835,531,42174,50277,Saturday,2
2836,531,42174,52334,Monday,2
2837,531,42174,52334,Monday,2
2838,531,42174,52334,Wednesday,2
2839,531,42174,52334,Wednesday,2
2840,531,42174,61891,Sunday,2
2841,531,42174,61891,Sunday,2
2842,531,42970,52334,Friday,2
2843,531,42970,52334,Friday,2
2844,531,42978,50278,Wednesday,2
2845,531,42978,50278,Wednesday,2
2846,531,43377,42174,Tuesday,2
2847,531,43377,42174,Tuesday,2
2848,531,43380,42174,Tuesday,3
2849,531,43380,42174,Tuesday,3
2850,531,43380,42174,Tuesday,3
2851,531,43383,42174,Friday,3
2852,531,43383,42174,Friday,3
2853,531,43383,42174,Friday,3
2854,531,43792,61891,Wednesday,2
2855,531,43792,61891,Wednesday,2
2856,531,43801,61891,Thursday,2
2857,531,43801,61891,Thursday,2
2858,531,45011,61474,Saturday,2
2859,531,45011,61474,Saturday,2
2860,531,45011,61891,Saturday,2
2861,531,45011,61891,Saturday,2
2862,531,46180,43384,Saturday,2
2863,531,46180,43384,Saturday,2
2864,531,48214,42174,Sunday,2
2865,531,48214,42174,Sunday,2
2866,531,48218,42174,Friday,2
2867,531,48218,42174,Friday,2
2868,531,48218,42174,Saturday,2
2869,531,48218,42174,Saturday,2
2870,531,48226,42174,Friday,2
2871,531,48226,42174,Friday,2
2872,531,48226,42174,Saturday,2
2873,531,48226,42174,Saturday,2
2874,531,56904,42174,Wednesday,2
2875,531,56904,42174,Wednesday,2
2876,531,61891,42173,Sunday,2
2877,531,61891,42173,Sunday,2
